"identifier_ric","company_name","ticker_symbol","naics_sector_name","organization_website","contact_email_address","country_of_headquarters","index_name","mx_company_name","mx_country","mx_type","mx_country_group","mx_type_group"
"600089.SS","Tbea Co Ltd","600089","Manufacturing","https://www.tbea.com/","jiaohaihua@tbea.com","China (Mainland)","CSI 300","NetEase","China","Provider","China","Managed"
"600104.SS","SAIC Motor Corp Ltd","600104","Manufacturing","https://www.saicmotor.com/","saicmotor@saic.com.cn","China (Mainland)","CSI 300","SAIC Motor Corp Ltd","China","Provider","China","Self"
"600111.SS","China Northern Rare Earth Group High-Tech Co Ltd","600111","Mining, Quarrying, and Oil and Gas Extraction","https://www.reht.com/",,"China (Mainland)","CSI 300","Unknown","Unknown","Unknown","Unknown","Unknown"
"600115.SS","China Eastern Airlines Corp Ltd","600115","Transportation and Warehousing","https://www.ceair.com/","ir@ceair.com","China (Mainland)","CSI 300","China Eastern Airlines Corp Ltd","China","Provider","China","Self"
"600132.SS","Chongqing Brewery Co Ltd","600132","Manufacturing","https://carlsbergchina.com.cn/","CBCSMIR@chongqinggroup.cn","Denmark","CSI 300","Mimecast","United Kingdom","Security","United Kingdom","Managed"
"600150.SS","China CSSC Holdings Ltd","600150","Manufacturing","http://csscholdings.cssc.net.cn/","stock@csscholdings.com","China (Mainland)","CSI 300","Coremail","China","Provider","China","Managed"
"600161.SS","Beijing Tiantan Biological Products Corp Ltd","600161","Manufacturing","http://www.TiantanBio.com","ttswdb@sinopharm.com","China (Mainland)","CSI 300","Coremail","China","Provider","China","Managed"
"600176.SS","China Jushi Co Ltd","600176","Manufacturing","http://www.jushi.com","ir@jushi.com","China (Mainland)","CSI 300","China Jushi Co Ltd","China","Provider","China","Self"
"600183.SS","Shengyi Technology Co Ltd","600183","Manufacturing","http://www.syst.com.cn/","tzzgx@syst.com.cn","China (Mainland)","CSI 300","NetEase","China","Provider","China","Managed"
"600188.SS","Yankuang Energy Group Co Ltd","600188","Mining, Quarrying, and Oil and Gas Extraction","http://www.yanzhoucoal.com.cn/","yzc@yanzhoucoal.com.cn","China (Mainland)","CSI 300","Yankuang Energy Group Co Ltd","China","Provider","China","Self"
"600196.SS","Shanghai Fosun Pharmaceutical Group Co Ltd","600196","Manufacturing","http://www.fosunpharma.com","ir@fosunpharma.com","British Virgin Islands","CSI 300","Shanghai Qingyu","China","Provider","China","Managed"
"600219.SS","Shandong Nanshan Aluminium Co Ltd","600219","Manufacturing","http://www.600219.com.cn","suiguannan@nanshan.com.cn","China (Mainland)","CSI 300","Shandong Nanshan Aluminium Co Ltd","China","Provider","China","Self"
"600276.SS","Jiangsu Hengrui Pharmaceuticals Co Ltd","600276","Manufacturing","https://www.hengrui.com/","ir@hengrui.com","China (Mainland)","CSI 300","Jiangsu Hengrui Pharmaceuticals Co Ltd","China","Provider","China","Self"
"600309.SS","Wanhua Chemical Group Co Ltd","600309","Manufacturing","https://www.whchem.com/","lmli@whchem.com","China (Mainland)","CSI 300","Wanhua Chemical Group Co Ltd","China","Provider","China","Self"
"600332.SS","Guangzhou Baiyunshan Pharmaceutical Holdings Co Ltd","600332","Manufacturing","http://www.gybys.com.cn/","huangxz@gybys.com.cn","China (Mainland)","CSI 300","Tencent","China","Provider","China","Managed"
"600346.SS","Hengli Petrochemical Co Ltd","600346","Manufacturing","https://www.hengliinc.com/","lifeng@hengli.com","China (Mainland)","CSI 300","Shanghai Qingyu","China","Provider","China","Managed"
"600352.SS","Zhejiang Longsheng Group Co Ltd","600352","Manufacturing","http://www.longsheng.com","yaojf@lonsen.com","China (Mainland)","CSI 300","Zhejiang Longsheng Group Co Ltd","China","Provider","China","Self"
"600362.SS","Jiangxi Copper Co Ltd","600362","Manufacturing","http://www.jxcc.com/","jccl@jxcc.com","China (Mainland)","CSI 300","Jiangxi Copper Co Ltd","China","Provider","China","Self"
"600383.SS","Gemdale Corp","600383","Construction","http://www.gemdale.com",,"China (Mainland)","CSI 300","Gemdale Corp","China","Provider","China","Self"
"600406.SS","NARI Technology Co Ltd","600406","Professional, Scientific, and Technical Services","http://www.naritech.cn/",,"China (Mainland)","CSI 300","Unknown","Unknown","Unknown","Unknown","Unknown"
"600426.SS","Shandong Hualu-Hengsheng Chemical Co Ltd","600426","Manufacturing","http://www.hl-hengsheng.com/","hlhs2465031@126.com","China (Mainland)","CSI 300","NetEase","China","Provider","China","Managed"
"600436.SS","Zhangzhou Pientzehuang Pharmaceutical Co Ltd","600436","Manufacturing","http://www.zzpzh.com","zqb@zzpzh.com","China (Mainland)","CSI 300","Zhangzhou Pientzehuang Pharmaceutical Co Ltd","China","Provider","China","Self"
"600438.SS","Tongwei Co Ltd","600438","Manufacturing","http://www.tongwei.com.cn","yank@tongwei.com","China (Mainland)","CSI 300","Tongwei Co Ltd","China","Provider","China","Self"
"600460.SS","Hangzhou Silan Microelectronics Co Ltd","600460","Manufacturing","http://www.silan.com.cn","IR@silan.com.cn","China (Mainland)","CSI 300","NetEase","China","Provider","China","Managed"
"600489.SS","Zhongjin Gold Corp Ltd","600489","Mining, Quarrying, and Oil and Gas Extraction","http://www.zjgold.com","zjhj@chinagoldgroup.com","China (Mainland)","CSI 300","Alibaba","China","Provider","China","Managed"
"600519.SS","Kweichow Moutai Co Ltd","600519","Manufacturing","http://www.moutaichina.com","mtdm@moutaichina.com","China (Mainland)","CSI 300","Coremail","China","Provider","China","Managed"
"600547.SS","Shandong Gold Mining Co Ltd","600547","Manufacturing","http://www.sdhjgf.com.cn/","hj600547@163.com","China (Mainland)","CSI 300","NetEase","China","Provider","China","Managed"
"600570.SS","Hundsun Technologies Inc","600570","Information","http://www.hundsun.com",,"China (Mainland)","CSI 300","Hundsun Technologies Inc","China","Provider","China","Self"
"600584.SS","JCET Group Co Ltd","600584","Manufacturing","https://www.jcetglobal.com","IR@jcetglobal.com","China (Mainland)","CSI 300","Microsoft","United States","Provider","United States","Managed"
"600585.SS","Anhui Conch Cement Co Ltd","600585","Manufacturing",,,"China (Mainland)","CSI 300","Unknown","Unknown","Unknown","Unknown","Unknown"
"600588.SS","Yonyou Network Technology Co Ltd","600588","Information","http://www.yonyou.com","ir@yonyou.com","China (Mainland)","CSI 300","Coremail","China","Provider","China","Managed"
"600600.SS","Tsingtao Brewery Co Ltd","600600","Manufacturing","http://www.tsingtao.com.cn","secretary@tsingtao.com.cn","China (Mainland)","CSI 300","Tsingtao Brewery Co Ltd","China","Provider","China","Self"
"600606.SS","Greenland Holdings Corp Ltd","600606","Construction","http://www.ldjt.com.cn","ir@ldjt.com.cn","China (Mainland)","CSI 300","Greenland Holdings Corp Ltd","China","Provider","China","Self"
"600655.SS","Shanghai Yuyuan Tourist Mart Group Co Ltd","600655","Construction","http://www.yuyuantm.com.cn/",,"British Virgin Islands","CSI 300","Shanghai Qingyu","China","Provider","China","Managed"
"600660.SS","Fuyao Glass Industry Group Co Ltd","600660","Manufacturing","https://www.fuyaogroup.com/","ir@fuyaogroup.com","China (Mainland)","CSI 300","Tencent","China","Provider","China","Managed"
"600690.SS","Haier Smart Home Co Ltd","600690","Manufacturing","https://smart-home.haier.com/",,"China (Mainland)","CSI 300","Haier Smart Home Co Ltd","China","Provider","China","Self"
"600741.SS","HUAYU Automotive Systems Co Ltd","600741","Manufacturing","http://www.hasco-group.com/","huayuqiche@hasco-group.com","China (Mainland)","CSI 300","HUAYU Automotive Systems Co Ltd","China","Provider","China","Self"
"600745.SS","Wingtech Technology Co Ltd","600745","Manufacturing","http://www.wingtech.com","600745mail@wingtech.com","China (Mainland)","CSI 300","Wingtech Technology Co Ltd","China","Provider","China","Self"
"600760.SS","Avic Shenyang Aircraft Co Ltd","600760","Manufacturing","https://www.sac.avic.com/",,"China (Mainland)","CSI 300","Avic Shenyang Aircraft Co Ltd","China","Provider","China","Self"
"600763.SS","Topchoice Medical Co Inc","600763","Health Care and Social Assistance","http://www.tcmedical.com.cn/","zhanghua@eetop.com","China (Mainland)","CSI 300","Shanghai Qingyu","China","Provider","China","Managed"
"600795.SS","Gd Power Development Co Ltd","600795","Utilities","http://www.600795.com.cn",,"China (Mainland)","CSI 300","Unknown","Unknown","Unknown","Unknown","Unknown"
"600809.SS","Shanxi Xinghuacun Fen Wine Factory Co Ltd","600809","Manufacturing","http://www.fenjiu.com.cn/","Wang.tao@fenjiu.com.cn","China (Mainland)","CSI 300","Coremail","China","Provider","China","Managed"
"600837.SS","Haitong Securities Co Ltd","600837","Finance and Insurance","https://www.htsec.com/","haitong@htsec.com","China (Mainland)","CSI 300","Unknown","Unknown","Unknown","Unknown","Unknown"
"600845.SS","Shanghai Baosight Software Co Ltd","600845","Professional, Scientific, and Technical Services","http://www.baosight.com","investor@baosight.com","China (Mainland)","CSI 300","Shanghai Baosight Software Co Ltd","China","Provider","China","Self"
"600886.SS","SDIC Power Holdings Co Ltd","600886","Utilities","https://www.sdicpower.com/","gtdl@sdicpower.com","China (Mainland)","CSI 300","Unknown","Unknown","Unknown","Unknown","Unknown"
"600887.SS","Inner Mongolia Yili Industrial Group Co Ltd","600887","Manufacturing","https://www.yili.com/","qxm@yili.com","China (Mainland)","CSI 300","Inner Mongolia Yili Industrial Group Co Ltd","China","Provider","China","Self"
"600893.SS","AECC Aviation Power Co Ltd","600893","Manufacturing","http://hfdl.aecc.cn/",,"China (Mainland)","CSI 300","AECC Aviation Power Co Ltd","China","Provider","China","Self"
"600900.SS","China Yangtze Power Co Ltd","600900","Utilities","https://www.cypc.com.cn","cypc@cypc.com.cn","China (Mainland)","CSI 300","net263","China","Provider","China","Managed"
"600905.SS","China Three Gorges Renewables Group Co Ltd","600905","Utilities","https://www.ctgne.com/","ctgr_ir@ctg.com.cn","China (Mainland)","CSI 300","net263","China","Provider","China","Managed"
"600918.SS","Zhongtai Securities Co Ltd","600918","Finance and Insurance","http://www.zts.com.cn/",,"China (Mainland)","CSI 300","Zhongtai Securities Co Ltd","China","Provider","China","Self"
"600919.SS","Bank of Jiangsu Co Ltd","600919","Finance and Insurance","http://www.jsbchina.cn/","dshbgs@jsbchina.cn","China (Mainland)","CSI 300","Bank of Jiangsu Co Ltd","China","Provider","China","Self"
"600926.SS","Bank of Hangzhou Co Ltd","600926","Finance and Insurance","http://www.hzbank.com.cn","maoxiahong@hzbank.com.cn","China (Mainland)","CSI 300","Bank of Hangzhou Co Ltd","China","Provider","China","Self"
"600941.SS","China Mobile Ltd","600941","Information","http://www.chinamobileltd.com","ir@chinamobilehk.com","China (Mainland)","CSI 300","China Mobile Ltd","China","Provider","China","Self"
"600958.SS","Orient Securities Co Ltd","600958","Finance and Insurance","https://www.dfzq.com.cn","wangrf@orientsec.com.cn","China (Mainland)","CSI 300","Orient Securities Co Ltd","China","Provider","China","Self"
"600989.SS","Ningxia Baofeng Energy Group Co Ltd","600989","Manufacturing","http://www.baofengenergy.com/","bfny@baofengenergy.com","China (Mainland)","CSI 300","Shanghai Qingyu","China","Provider","China","Managed"
"600999.SS","China Merchants Securities Co Ltd","600999","Finance and Insurance","https://www.cmschina.com/","IR@cmschina.com.cn","China (Mainland)","CSI 300","China Merchants Securities Co Ltd","China","Provider","China","Self"
"601006.SS","Daqin Railway Co Ltd","601006","Transportation and Warehousing","http://www.daqintielu.com/",,"China (Mainland)","CSI 300","NetEase","China","Provider","China","Managed"
"601009.SS","Bank of Nanjing Co Ltd","601009","Finance and Insurance","https://www.njcb.com.cn/","boardoffice@njcb.com.cn","China (Mainland)","CSI 300","Bank of Nanjing Co Ltd","China","Provider","China","Self"
"601012.SS","LONGi Green Energy Technology Co Ltd","601012","Manufacturing","https://www.longi.com/cn/","longi-board@longigroup.com","China (Mainland)","CSI 300","Shanghai Qingyu","China","Provider","China","Managed"
"601021.SS","Spring Airlines Co Ltd","601021","Transportation and Warehousing","https://www.ch.com/","ir@ch.com","China (Mainland)","CSI 300","Tencent","China","Provider","China","Managed"
"601066.SS","China Securities Co Ltd","601066","Finance and Insurance","https://www.csc108.com/","investorrelations@csc.com.cn","China (Mainland)","CSI 300","China Securities Co Ltd","China","Provider","China","Self"
"601088.SS","China Shenhua Energy Co Ltd","601088","Mining, Quarrying, and Oil and Gas Extraction","http://www.csec.com/","ir@shenhua.cc","China (Mainland)","CSI 300","China Shenhua Energy Co Ltd","China","Provider","China","Self"
"601100.SS","Jiangsu Hengli Hydraulic Co Ltd","601100","Manufacturing","https://www.henglihydraulics.com/zh-CN","hlzqb@hengli.net","China (Mainland)","CSI 300","NetEase","China","Provider","China","Managed"
"601111.SS","Air China Ltd","601111","Transportation and Warehousing","http://www.airchina.com.cn/",,"China (Mainland)","CSI 300","Unknown","Unknown","Unknown","Unknown","Unknown"
"601117.SS","China National Chemical Engineering Co Ltd","601117","Construction","https://www.cncec.com.cn/","litao@cncec.com.cn","China (Mainland)","CSI 300","Tencent","China","Provider","China","Managed"
"601138.SS","Foxconn Industrial Internet Co Ltd","601138","Manufacturing","https://www.fii-foxconn.com/","ir@fii-foxconn.com","Taiwan","CSI 300","Foxconn Industrial Internet Co Ltd","Taiwan","Provider","Other","Self"
"601155.SS","Seazen Holdings Co Ltd","601155","Construction","http://www.seazen.com.cn/","xckg@xincheng.com","Hong Kong","CSI 300","Shanghai Qingyu","China","Provider","China","Managed"
"601166.SS","Industrial Bank Co Ltd","601166","Finance and Insurance","https://www.cib.com.cn/",,"China (Mainland)","CSI 300","Industrial Bank Co Ltd","China","Provider","China","Self"
"601169.SS","Bank of Beijing Co Ltd","601169","Finance and Insurance","http://www.bankofbeijing.com.cn/",,"China (Mainland)","CSI 300","Bank of Beijing Co Ltd","China","Provider","China","Self"
"601186.SS","China Railway Construction Corp Ltd","601186","Construction","https://www.crcc.cn/","ir@crcc.cn","China (Mainland)","CSI 300","Coremail","China","Provider","China","Managed"
"601211.SS","Guotai Junan Securities Co Ltd","601211","Finance and Insurance","https://www.gtja.com/","dshbgs@gtjas.com","China (Mainland)","CSI 300","Guotai Junan Securities Co Ltd","China","Provider","China","Self"
"601216.SS","Inner Mongolia Junzheng Energy & Chemical Group Co Ltd","601216","Manufacturing","http://www.junzhenggroup.com/","junzheng@junzhenggroup.com","China (Mainland)","CSI 300","Tencent","China","Provider","China","Managed"
"601225.SS","Shaanxi Coal Industry Co Ltd","601225","Mining, Quarrying, and Oil and Gas Extraction","http://www.shxcoal.com/","shaanxicoal@shccig.com","China (Mainland)","CSI 300","Shaanxi Coal Industry Co Ltd","China","Provider","China","Self"
"601229.SS","Bank of Shanghai Co Ltd","601229","Finance and Insurance","https://www.bosc.cn/","ir@bosc.cn","China (Mainland)","CSI 300","Bank of Shanghai Co Ltd","China","Provider","China","Self"
"601236.SS","Hongta Securities Co Ltd","601236","Finance and Insurance","http://www.hongtastock.com","gongxl@hongtastock.com","China (Mainland)","CSI 300","Tencent","China","Provider","China","Managed"
"601238.SS","Guangzhou Automobile Group Co Ltd","601238","Manufacturing","https://www.gac.com.cn/","ir@gac.com.cn","China (Mainland)","CSI 300","Guangzhou Automobile Group Co Ltd","China","Provider","China","Self"
"601288.SS","Agricultural Bank of China Ltd","601288","Finance and Insurance","https://www.abchina.com/cn/","ir@abchina.com","China (Mainland)","CSI 300","Agricultural Bank of China Ltd","China","Provider","China","Self"
"601318.SS","Ping An Insurance Group Co of China Ltd","601318","Finance and Insurance","http://www.pingan.cn/",,"China (Mainland)","CSI 300","Ping An Insurance Group Co of China Ltd","China","Provider","China","Self"
